"","run_name","out_name","grid_pth","wind_pth","volcano_name","vent_easting","vent_northing","vent_zone","vent_ht","min_ht","max_ht","min_mass","max_mass","min_dur","max_dur","constrain","nb_wind","wind_start","wind_per_day","seasonality","wind_start_rainy","wind_start_dry","constrain_eruption_date","eruption_date","constrain_wind_dir","min_wind_dir","max_wind_dir","trop_height","max_phi","min_phi","min_med_phi","max_med_phi","min_std_phi","max_std_phi","min_agg","max_agg","max_diam","long_lasting","ht_sample","mass_sample","nb_runs","write_conf","write_gs","write_fig_sep","write_fig_all","write_log_sep","write_log_all","par","par_cpu","eddy_const","diff_coeff","ft_thresh","lithic_dens","pumice_dens","col_step","part_step","alpha","beta"
"43","252100VEI2","252100VEI2OUT",NA,NA,"Hargy","289447.456362183","9410533.43388311","-56","1148","2148","6148","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"44","268030VEI2","268030VEI2OUT",NA,NA,"Ibu","347589.76200969","164516.403335331","52","1325","2325","6325","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"45","263350VEI2","263350VEI2OUT",NA,NA,"Ijen","196000.186066073","9108263.93308166","-50","2769","3769","7769","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"46","264220VEI2","264220VEI2OUT",NA,NA,"Iliboleng","528407.285427563","9077883.9237088","-51","1659","2659","6659","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"47","264250VEI2","264250VEI2OUT",NA,NA,"Iliwerung","562730.739248857","9057062.77806523","-51","1018","2018","6018","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"48","264090VEI2","264090VEI2OUT",NA,NA,"Inielika","277767.348995478","9034403.28070341","-51","1559","2559","6559","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"49","264080VEI2","264080VEI2OUT",NA,NA,"Inierie","274553.384914313","9018344.99631418","-51","2245","3245","7245","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"50","284120VEI2","284120VEI2OUT",NA,NA,"Ioto","529221.485893841","2737407.64723315","54","169","1169","5169","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"51","274060VEI2","274060VEI2OUT",NA,NA,"Iraya","396747.080580378","2263694.20068016","51","1009","2009","6009","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"52","264110VEI2","264110VEI2OUT",NA,NA,"Iya","350569.01366296","9016924.58555849","-51","618","1618","5618","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"53","261220VEI2","261220VEI2OUT",NA,NA,"Kaba","235030.6495631","9610369.32352387","-48","1940","2940","6940","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"54","272020VEI2","272020VEI2OUT",NA,NA,"Kanlaon","514448.024015632","1150968.24016335","51","2435","3435","7435","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"55","267020VEI2","267020VEI2OUT",NA,NA,"Karangetang","767604.387700033","307659.327872887","51","1797","2797","6797","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"56","251030VEI2","251030VEI2OUT",NA,NA,"Karkar","385089.673070004","9486050.29656356","-55","1839","2839","6839","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"57","264140VEI2","264140VEI2OUT",NA,NA,"Kelimutu","370211.803270153","9030372.03102285","-51","1639","2639","6639","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"58","263280VEI2","263280VEI2OUT",NA,NA,"Kelut","644177.145230888","9123213.6679858","-49","1731","2731","6731","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"59","261170VEI2","261170VEI2OUT",NA,NA,"Kerinci","751882.645484655","9812282.52971259","-47","3800","4800","8800","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"60","284110VEI2","284110VEI2OUT",NA,NA,"Kita-Ioto","528559.300834273","2811928.39470001","54","792","1792","5792","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
"61","262000VEI2","262000VEI2OUT",NA,NA,"Krakatau","546804.814279795","9325501.74385881","-48","155","1155","5155","4.5e+08","1.8e+09","1","6","1",NA,NA,"4","0","0","0","0","0","0","0","0","17000","-6","7","-0.74","-0.74","2.4","2.4","0","0","0","0","1",NA,"10000","1","0","0","0","0","0",NA,NA,"0.04","4900","5000","2900","1000","50","50","3","1.5"
