Record #-1: [1, 294.270940172, 2626.29673663]
(151.15232950869995, 6.367234639167293)
(151.17082318793985, 6.362931898488398)
(151.17543929738576, 6.3618450345207975)
(151.18467014211342, 6.359645924120173)
(151.18927802006465, 6.3585353234464606)
(151.22618788486307, 6.349535277131395)
(151.2307745594984, 6.348403975862823)
(151.23995094757822, 6.346115035780315)
(151.244533839665, 6.344959084993832)
(151.26287102607705, 6.340282408906091)
(151.26741510971965, 6.339110818009885)
(151.27650157009145, 6.336742770862259)
(151.28097191112488, 6.335565462076488)
(151.8453467320661, 6.185083500403266)
(151.8499334975329, 6.18384972048824)
(151.85778871767525, 6.181721871467232)
(151.86250718885572, 6.180434533327116)
(151.87681098423957, 6.176504016647073)
(151.88157454203156, 6.175185619520789)
(151.88951352323056, 6.1729726739498005)
(151.894268755099, 6.171637776062539)
(151.92138369700012, 6.163971913572993)
(151.92612299378118, 6.162622586063549)
(151.93402688703122, 6.160356620062032)
(151.93876436448386, 6.158989041710981)
(151.95297165811564, 6.154859540135703)
(151.9576323316668, 6.153495712856909)
(151.96537594324525, 6.151214622057182)
(151.96983768496125, 6.1498918821047255)
(152.7668523091868, 5.911586054952522)
(152.76991616000282, 5.910661783914236)
(152.77623715651964, 5.908742637862474)
(152.77939422566305, 5.907777766031131)
(152.7922185004835, 5.90383251575804)
(152.79541948082442, 5.902841210153781)
(152.80182105929453, 5.900845621728081)
(152.80501688562083, 5.899842832680633)
(152.83080079132355, 5.891699034482883)
(152.83401546743994, 5.890676984655158)
(152.84044751044428, 5.88861872247611)
(152.8436600776505, 5.88758403807293)
(152.85651480261606, 5.883417114808026)
(152.85972180032093, 5.882370872317949)
(152.86613490989828, 5.880265341772144)
(152.86933305018022, 5.879208691428005)
(152.92083714641728, 5.862082638203219)
(152.92402336978273, 5.861016402884729)
(152.93040448867623, 5.858867749846809)
(152.9335914288015, 5.857787991422697)
(152.94634993799934, 5.853438575030282)
(152.94953439689493, 5.852346297143924)
(152.95590225618423, 5.850148756959641)
(152.95908090995613, 5.849045139521593)
(152.98454347080462, 5.840150683507261)
(152.98766270097292, 5.839054586200234)
(152.99390330349468, 5.8368487254883235)
(152.9970200290512, 5.835740597050972)
(153.00949104027939, 5.83128066387161)
(153.01245769236868, 5.83021382241003)
(153.01969163566048, 5.827595797008485)
(153.02619762991674, 5.825204666062518)
(153.03587220104134, 5.821604899346653)
(153.0407019687209, 5.819792003698069)
(153.05942255320838, 5.81270349427092)
(153.06409314808036, 5.8109200604125135)
(153.07342902732785, 5.807325414436377)
(153.07808744448005, 5.80551685981527)
(153.11491575425873, 5.791099833490591)
(153.11950550187748, 5.789288421723313)
(153.12868408070585, 5.78563678570913)
(153.133266088759, 5.783799261226989)
(153.15159145897871, 5.776391527546991)
(153.15616090440233, 5.774529741154652)
(153.16529415200353, 5.770779178816099)
(153.16984668207874, 5.768895074847876)
(153.24251617698008, 5.738581747149965)
(153.25156578942972, 5.734748022703116)
(153.2696403603145, 5.726974088683278)
(153.2786518585965, 5.723039610489707)
(153.31464366217529, 5.7070895107723345)
(153.3236113301988, 5.703056355366527)
(153.3415107365313, 5.694888095609201)
(153.3504292026456, 5.690759107546796)
(153.42169362286245, 5.657286966920026)
(153.43056567766394, 5.6530599392648355)
(153.4482805089384, 5.644500582336036)
(153.45711010854473, 5.640174561806646)
(153.49236497706215, 5.622660944846757)
(153.50114643146276, 5.618238294861442)
(153.51866900656944, 5.60929271778474)
(153.52739712667608, 5.604776488843925)
(153.59711967813075, 5.5682105256952354)
(153.60143036252123, 5.565934553836655)
(153.61005637180415, 5.5613501769691425)
(153.6143609255164, 5.559047452977609)
(153.6315796331936, 5.5497758428808766)
(153.63587378174964, 5.547448481062588)
(153.64445360005368, 5.542768122251061)
(153.64873293407766, 5.540418596640961)
(153.68298071568756, 5.52149284262066)
(153.68717489470566, 5.519160309700567)
(153.6955591680213, 5.514468140092617)
(153.69974292299753, 5.512112036841074)
(153.71646906389628, 5.502633473855781)
(153.72045246790708, 5.500362617340954)
(153.72841173871086, 5.49579823869783)
(153.73192286824587, 5.493774176836837)
(153.73692411055936, 5.4908545763776715)
(153.74598559855656, 5.4855254718231095)
(153.7505063969527, 5.48284894192517)
(153.76781468340096, 5.472532941941779)
(153.7721302960764, 5.469944311780637)
(153.7807512889409, 5.464740292130841)
(153.785050346896, 5.4621287337541276)
(153.81884974631885, 5.441465685592959)
(153.82305940446804, 5.438876067976196)
(153.8314728086233, 5.43366850409825)
(153.8356702773615, 5.431054428519133)
(153.85244748716184, 5.420541629892341)
(153.8566284560385, 5.417905692693637)
(153.8649798744217, 5.4126082820466195)
(153.86914005636856, 5.409953370951371)
(153.93538190235301, 5.367418244056751)
(153.94362082004488, 5.362063482743565)
(153.96005593673215, 5.3512533952280705)
(153.9682399058471, 5.345806048710244)
(154.00088540134027, 5.323817381866718)
(154.00900902504657, 5.318280604066672)
(154.02520324213594, 5.307112925421222)
(154.03326182687192, 5.301490371183718)
(154.09757208828137, 5.256091309166607)
(154.10556799476717, 5.250380391142187)
(154.12151268686102, 5.238860013678732)
(154.12944959512276, 5.233059072618175)
(154.16109848620624, 5.2096600556670865)
(154.16897128449727, 5.203772386686353)
(154.18465982359203, 5.191905338560559)
(154.19246395504751, 5.185934808744491)
(154.25472035466066, 5.137759578241969)
(154.25856059919238, 5.134770955715055)
(154.2662402276045, 5.128760922278786)
(154.27006999593368, 5.125746986534239)
(154.28537884305922, 5.113631750704769)
(154.28919413050482, 5.110595465908091)
(154.2968118837615, 5.104499271124496)
(154.3006086973336, 5.101443901814662)
(154.3309744456143, 5.0768710123873575)
(154.33467594274066, 5.073859222425199)
(154.34207035925976, 5.067809923689083)
(154.34575771544633, 5.06477694839748)
(154.3604892850525, 5.052593824545397)
(154.36396032910602, 5.049708495450773)
(154.3708916208517, 5.043917319228967)
(154.37386318953463, 5.041423625100265)
(154.37841054491082, 5.037565034398881)
(154.3865110587384, 5.030645125372303)
(154.39054918289855, 5.027174796279894)
(154.40587139035244, 5.013927753762857)
(154.40968889013027, 5.010608414546766)
(154.41730902119446, 5.003944921121274)
(154.4211060694896, 5.0006056682170765)
(154.45082492193262, 4.974320241186206)
(154.45452356820817, 4.971030574201677)
(154.46191010216955, 4.964424300141388)
(154.4655925111855, 4.961112574585684)
(154.48029965250703, 4.947812272418503)
(154.48396189332675, 4.944481933594432)
(154.49127166925223, 4.937797778244942)
(154.4949102048422, 4.934452244475551)
(154.55270925862544, 4.8810087521522405)
(154.55988701047727, 4.874298250264076)
(154.5741830519064, 4.860785717986516)
(154.5812906881148, 4.853993685360365)
(154.60959800514388, 4.826645064518175)
(154.61663087081808, 4.81977550133837)
(154.63062814487307, 4.80595296375833)
(154.6375821975604, 4.799010294689424)
(154.69298683247644, 4.743084628552822)
(154.6998640416922, 4.736065973965594)
(154.7135551334627, 4.721939803679049)
(154.72035881500733, 4.714842737202616)
(154.74744258640635, 4.68627965658095)
(154.75416820409941, 4.6791084607868925)
(154.76754750001714, 4.6646856949888615)
(154.7741912740081, 4.657444879077957)
(154.8270973368726, 4.599144633118385)
(154.83035392679233, 4.595536180750173)
(154.8368606135266, 4.58828722057882)
(154.8401025462955, 4.584655747364877)
(154.8530501577386, 4.57007305332877)
(154.85627407978507, 4.566422114289196)
(154.86270529181581, 4.559099243335481)
(154.86590782708458, 4.555432745125131)
(154.89149705924194, 4.525974955080187)
(154.8946055613976, 4.52237724691247)
(154.9008098771742, 4.515158076783848)
(154.90390101252183, 4.511542037734898)
(154.91623937284885, 4.497030924337764)
(154.91912794399946, 4.493616498902327)
(154.92489126641885, 4.486769578853057)
(154.9273258472101, 4.48386486846897)
(154.92993809896416, 4.4807204024247085)
(154.93427547343447, 4.475475177637406)
(154.93643822964066, 4.472849657285906)
(154.94434451508732, 4.463214596076796)
(154.946315037609, 4.460804705273006)
(154.95024962821788, 4.45597581443235)
(154.95221086703793, 4.453560294771819)
(154.96730579512644, 4.434902813014446)
(154.9691851272919, 4.4325719825110355)
(154.97293971319732, 4.4278995089552495)
(154.97481215745518, 4.42556135617167)
(154.98229393141992, 4.41618677729798)
(154.98415772509895, 4.413843474097121)
(154.98787942909246, 4.409148271075878)
(154.98973281042095, 4.406802107131568)
(155.01898302704512, 4.369646511577287)
(155.02261807056755, 4.364997612849606)
(155.02986493801654, 4.355666704155112)
(155.0334713561183, 4.350991624364042)
(155.0478493896377, 4.332226028808236)
(155.05142506891184, 4.327527344511395)
(155.05854912404288, 4.318101948546143)
(155.06209222087932, 4.313382252489021)
(155.09035865742612, 4.2754697686149825)
(155.09387067189402, 4.270726764828396)
(155.10087055583153, 4.261208374466946)
(155.10435321013256, 4.256440049368848)
(155.1182346676958, 4.23730255986527)
(155.1216860228917, 4.2325114045777354)
(155.12856072209968, 4.22290179058524)
(155.13197898134501, 4.218090471598032)
(155.1592426549247, 4.179447307447333)
(155.16093100616104, 4.177045871170094)
(155.16430662944742, 4.172227890005161)
(155.16598969177096, 4.169817325609131)
(155.17271609816942, 4.160149852833513)
(155.17439206214397, 4.157732675722457)
(155.17773782164318, 4.152890373292166)
(155.17940513953567, 4.15046884346242)
(155.19273792341653, 4.131036903330482)
(155.1943864643639, 4.128625829018858)
(155.1976790199709, 4.1237935234523775)
(155.19932056059542, 4.12137591826405)
(155.20587757608928, 4.111685178228413)
(155.2074897070844, 4.109294339562155)
(155.21070790404656, 4.104505165481044)
(155.2122683707887, 4.102175134474919)
(155.58600429106525, 3.541898548379379)
(155.59345291422073, 3.530657253029858)
(155.60405603086122, 3.5145512036751825)
(155.61130199808883, 3.5034737531112796)
(155.67187557909472, 3.410263568209132)
(155.99919433734885, 3.383982273563106)
(156.01110201774395, 3.382999373022699)
(156.09733949442216, 3.3756894990712)
(156.94793614703565, 3.352524969551723)
(157.4000229393073, 3.3398253137872302)
(157.40403984576233, 3.339702764071376)
(157.41218467458316, 3.3394359415155463)
(157.41625474446096, 3.339293319830915)
(157.43265294757555, 3.338681227756524)
(157.43674818947738, 3.3385189459926323)
(157.44494182540495, 3.338175431950674)
(157.4490341499062, 3.33799446497261)
(157.48192751744102, 3.336464017600406)
(157.48603078759083, 3.336263609078344)
(157.4942445530437, 3.3358435087709495)
(157.49834893475565, 3.335624119157842)
(157.51478045775195, 3.334707854783744)
(157.51888171072244, 3.334469686426928)
(157.5270872518753, 3.3339742418178275)
(157.53118136872524, 3.3337176076814785)
(157.59700008908294, 3.3294387134259296)
(157.605212433607, 3.328866668162277)
(157.62164782278887, 3.3276457242707806)
(157.62985864386144, 3.326997695287446)
(157.662720563903, 3.3242514400519667)
(157.6709251229961, 3.3235276422869333)
(157.68733538062338, 3.322003690717793)
(157.69552889694114, 3.321204705133084)
(157.76114598659808, 3.3144995766941747)
(157.76933175705506, 3.313624834018924)
(157.785711198513, 3.3117981499647158)
(157.79389268909642, 3.3108475287904753)
(157.82663155310377, 3.306890330124702)
(157.83480401269514, 3.3058642234552167)
(157.85114721147465, 3.3037356702650413)
(157.85930581341267, 3.302634843423334)
(157.92463235549883, 3.29351262420829)
(157.9287046305144, 3.2929343232604538)
(157.93686254986687, 3.291756663739079)
(157.94093806334104, 3.291158739584205)
(157.9572589301556, 3.288725791961781)
(157.96133380151377, 3.288108731133093)
(157.9694846279133, 3.2868552119984997)
(157.9735545592955, 3.2862196898868206)
(157.9932218331212, 3.2834922322807643)
(158.01336508932752, 3.28684822336686)
(158.0181006458282, 3.28762334813905)
(158.027580581179, 3.289148920286493)
(158.0323179183373, 3.289898247106464)
(158.07029981998073, 3.2958011748843887)
(158.07504115192773, 3.2965249672535037)
(158.0845370700298, 3.2979485104154946)
(158.08928460460083, 3.2986471910151067)
(158.10830050486447, 3.3013934903173663)
(158.11305079675697, 3.3020665033664613)
(158.12255958056028, 3.3033876614114774)
(158.12730934185277, 3.3040346166043264)
(158.17905430441272, 3.310940529481911)
(158.20104298384672, 3.3139012433477433)
(158.2559563020418, 3.321286680136211)
(158.2609821650949, 3.321948027179758)
(158.27105103947395, 3.3232439349596916)
(158.27608482825224, 3.3238772834099564)
(158.2962499973396, 3.3263562457441935)
(158.3012880713875, 3.326961056007974)
(158.31137263983555, 3.3281426500632847)
(158.31641164018515, 3.3287185705056572)
(158.35680626279884, 3.3332188077018827)
(158.3618322508578, 3.3337642896902935)
(158.3718971232537, 3.334827853122988)
(158.37692849285577, 3.3353451269760512)
(158.39707954978144, 3.337359156899595)
(158.40208051330512, 3.337844769220794)
(158.4120900234359, 3.338788330716909)
(158.4170244056519, 3.339239677069486)
(158.99631292959805, 3.3904818718409615)
(159.00106795821978, 3.3908886522895045)
(159.01072347810612, 3.391688690980345)
(159.01554987332804, 3.392075433634375)
(159.0350124389729, 3.3935818520209295)
(159.03987433043608, 3.393944807606829)
(159.04960484388846, 3.394644531420056)
(159.05446619845634, 3.3949807915303722)
(159.09356308047188, 3.397577578542439)
(159.0984417595796, 3.3978881594110817)
(159.10821036741459, 3.3984832111313494)
(159.11309306559258, 3.3987672287246937)
(159.13264591597635, 3.399850820059328)
(159.1375276590743, 3.400107947923516)
(159.14729729663304, 3.4005957321073765)
(159.1521729908909, 3.400825819156296)
(159.23108766856114, 3.4043317551064547)
(159.23602542413403, 3.4045373122472142)
(159.24592168174024, 3.404921878541927)
(159.25086797187942, 3.4051003705856715)
(159.27068367790946, 3.4057604172095353)
(159.2756332559701, 3.4059115356888583)
(159.2855380148676, 3.406186472827528)
(159.29048582576036, 3.4063101017298436)
(159.33014656021567, 3.407190724172608)
(159.33509744768912, 3.407286871591907)
(159.34500957383284, 3.4074518917914247)
(159.34996346234402, 3.4075206278747032)
(159.36979869805157, 3.4077407684217746)
(159.37475528722678, 3.4077820104315037)
(159.38467349548546, 3.4078370219610292)
(159.38963264862787, 3.407850766299873)
(159.39441647623948, 3.4078379770410834)
(159.40398404063103, 3.407786785831547)
(159.40876540679812, 3.407748408162547)
(159.42789943481114, 3.407543558788234)
(159.43267814438093, 3.407479598104999)
(159.44228713334462, 3.406444456846259)
(159.4470553181485, 3.40636223812686)
(159.4661050769878, 3.4067251046798788)
(159.48527477750906, 3.406391535341129)
(159.49004301087632, 3.406216640585569)
(159.49958835931545, 3.4058025108772085)
(159.50435874206232, 3.4055891521177273)
(159.5234586677833, 3.4047092626224185)
(159.52822658998525, 3.404483219824783)
(159.53775453834135, 3.4040910245811915)
(159.5425100786773, 3.403805420583751)
(159.55410172651352, 3.4030732510297526)
(159.61867325896378, 3.4013150494500337)
(159.6234263450499, 3.401098558351862)
(159.63295013763877, 3.400639359119168)
(159.63770906392222, 3.400397182484028)
(159.65677007507895, 3.3993761524874913)
(159.661529963637, 3.399108427911642)
(159.67105304486222, 3.398547304014926)
(159.67580916076417, 3.3982543327712733)
(159.71392395342775, 3.395804055213034)
(159.71866278795733, 3.3954867105433095)
(159.72814814352205, 3.394826178285541)
(159.7328876300602, 3.3944834682375244)
(159.7518602216719, 3.393060778532174)
(159.7565641849892, 3.3926955359702333)
(159.7659749417902, 3.391939830258991)
(159.77060759606377, 3.391555686645688)
(160.35162376622395, 3.3417260516160354)
(160.35895194677494, 3.3410761115733294)
(160.37138280866975, 3.3399391562671212)
(160.37884567079118, 3.339235557275174)
(160.40139270331065, 3.337046084908934)
(160.4089016296066, 3.3362955511987593)
(160.42141910790554, 3.335008791322707)
(160.42891871452707, 3.3342165173784224)
(160.4701928426257, 3.329740178766258)
(160.4751863354811, 3.32918413244181)
(160.4851800274364, 3.328042839705347)
(160.49017279993484, 3.3274584269648813)
(160.51015671066375, 3.325062199560932)
(160.51514615297265, 3.324449665919417)
(160.52512648280106, 3.323195915659028)
(160.5301099563095, 3.322555645126954)
(160.57002894098287, 3.3173123206071864)
(160.57500868949944, 3.3166439309727025)
(160.5849743181103, 3.3152777969328326)
(160.5899527949856, 3.314581052573544)
(160.6098779727903, 3.311735257676048)
(160.61485246746747, 3.311010477851312)
(160.6248021448032, 3.309532228029923)
(160.62976993053792, 3.308779870494675)
(160.67080225072334, 3.3024453220940018)
(160.67825769163926, 3.3012731142628695)
(160.6906922317612, 3.299282151050477)
(160.69814584885194, 3.298067160670996)
(160.72051860984607, 3.2943554409508806)
(160.72796366629018, 3.293098696847437)
(160.740362182269, 3.290969886451137)
(160.74769661490689, 3.2896895693182273)
(160.75361140474263, 3.2886290896607875)
(160.7628958697486, 3.286930926820844)
(160.76753352605147, 3.2860700283092115)
(160.78599474606074, 3.282592548707214)
(160.79060322385976, 3.2817119163718758)
(160.79982017855843, 3.2799255651127623)
(160.8044218332011, 3.2790211789842942)
(160.84125308016553, 3.2716817443171067)
(160.84584573799043, 3.270753984808607)
(160.85503534700376, 3.268872514954637)
(160.85962544805602, 3.2679201958604267)
(160.87799363769625, 3.264058967447454)
(160.8825764020794, 3.2630830456461126)
(160.89174134268887, 3.2611062044878167)
(160.89631217486703, 3.2601077690583224)
(160.96969554801115, 3.243874974650396)
(160.974255948953, 3.242853561542688)
(160.98338960304784, 3.240782768210238)
(160.98795152564242, 3.239735919577072)
(161.00621488490913, 3.2354945009705034)
(161.01077348630736, 3.2344232195559925)
(161.01988960452172, 3.232255701439499)
(161.02444032965752, 3.231161090711794)
(161.06089267875416, 3.222291606172746)
(161.06542235795553, 3.2211768821074998)
(161.07448499978295, 3.218921533501998)
(161.0790112372788, 3.2177825691103408)
(161.0971216587376, 3.2131749708482857)
(161.10160922808348, 3.212020850182114)
(161.11058301599348, 3.2096881490888336)
(161.1149974866447, 3.2085285866249933)
(161.6775099950903, 3.05911010564688)
(161.68471609806954, 3.0571733643593006)
(161.69693018737826, 3.0538541303638453)
(161.70425905141417, 3.0518401822786245)
(161.72638753585613, 3.045691745877434)
(161.73375321274068, 3.0436225119693745)
(161.7460254657027, 3.040137068870706)
(161.75337431177513, 3.038027260249919)
(161.79396784913695, 3.026249281878904)
(161.79887705753026, 3.024809377350948)
(161.8086968826551, 3.021898619925423)
(161.81360020048896, 3.0204299155082595)
(161.8332158154576, 3.014493089584448)
(161.83811068595946, 3.0129962912458836)
(161.84789673974285, 3.009973169825969)
(161.85278067179058, 3.0084491004456595)
(161.89188125991234, 2.996124153506912)
(161.89675631025557, 2.9945720819360986)
(161.9065072994723, 2.991436908586536)
(161.91137600150137, 2.9898561171661413)
(161.93085129165388, 2.983471052946811)
(161.93571076124272, 2.9818624194151653)
(161.94542544482852, 2.978615684266458)
(161.95027342647757, 2.976980014416199)
(161.99029563533531, 2.9633468021132785)
(161.997578648336, 2.9608428458207072)
(162.00971897794852, 2.9566298925555543)
(162.01699233672707, 2.954082450444787)
(162.03881330788795, 2.946369300702713)
(162.0460778263307, 2.943777942897782)
(162.05816401495736, 2.9394274707012755)
(162.0652563087317, 2.936851985031126)
(162.07086981129282, 2.9347844112716075)
(162.07957190322088, 2.931544841021662)
(162.0839166566285, 2.9299145563117577)
(162.10115899938842, 2.923393579350261)
(162.10546110694463, 2.921753861651439)
(162.11406132546983, 2.9184505834277275)
(162.11835304315844, 2.9167894897432234)
(162.152706526585, 2.903391057151623)
(162.15698817636337, 2.9017084040197005)
(162.16555133562565, 2.8983177125924158)
(162.1698264761111, 2.8966121852042193)
(162.18692617110594, 2.8897393314050532)
(162.19119040731152, 2.8880126528616756)
(162.19971425091205, 2.884535642705771)
(162.20396328138042, 2.8827896620133515)
(162.2722306569193, 2.8545310342798302)
(162.27647132189406, 2.8527627818769474)
(162.28496045256293, 2.849197419625284)
(162.28919838899458, 2.8474046921728586)
(162.30615666649703, 2.8401795118750215)
(162.31038744612385, 2.838364076540927)
(162.31884397996578, 2.83470958158199)
(162.32306345061784, 2.832873249600823)
(162.35684532675054, 2.818067474234624)
(162.36104084575845, 2.8162158097118777)
(162.36943082707103, 2.812487241193253)
(162.37361904088607, 2.8106131008140096)
(162.39036899223527, 2.8030661997453876)
(162.39451692721445, 2.801184572510067)
(162.40280749746807, 2.797398263918808)
(162.40688284186967, 2.7955247000049326)
(162.93366004597442, 2.551636737745298)
(162.93976250903268, 2.5487822473029382)
(162.95207583043532, 2.542966001579771)
(162.9582184473236, 2.5400359078309407)
(162.98288526374404, 2.5281541782727572)
(162.98903661304928, 2.52516211404037)
(163.00132244577435, 2.5191280552156172)
(163.00745143793358, 2.5160887540927774)
(163.0271259917712, 2.506238495010564)
(163.04530924212793, 2.497145975006788)
(163.0565688737546, 2.4916901451841227)
(163.06374210921103, 2.48817477264771)
(163.07805989444864, 2.4810787161098915)
(163.0851995627097, 2.4775004764658775)
(163.1137123946114, 2.463050932454621)
(163.12082093283982, 2.4594085513635946)
(163.13501262233467, 2.45205672763592)
(163.14209148743225, 2.448349473949122)
(163.1485564941869, 2.44492585474444)
(163.15336553249335, 2.442367453495251)
(163.16137341075432, 2.4380864287457484)
(163.16617031450846, 2.435509485274565)
(163.18055435549923, 2.4277446218168848)
(163.18533830901583, 2.4251495920800608)
(163.19330671153557, 2.4208062703930864)
(163.19807563108554, 2.41819435588485)
(163.23130359318634, 2.3999067266141765)
(163.23819668712747, 2.396086811257362)
(163.2496776715874, 2.389680377347588)
(163.256551599177, 2.385818217236988)
(163.27716417198906, 2.3741571732149964)
(163.28404894270466, 2.3702354501060086)
(163.29550037274407, 2.3636677182906283)
(163.30223929410818, 2.35977675919014)
(163.30555761798973, 2.3578460730378765)
(163.31085817716325, 2.3547433391338473)
(163.3213476869463, 2.3485684491746497)
(163.32762130358037, 2.3448523749372043)
(163.34650836067237, 2.333595587866114)
(163.35174550235308, 2.3304567884500784)
(163.3642633205958, 2.3222385218903128)
(163.3676051887286, 2.320314156173424)
(163.38568849203034, 2.3095198814374385)
(163.3901071454285, 2.306810962455984)
(163.39542706520695, 2.3035399105384613)
(163.41298062555552, 2.2927135336027504)
(163.42647489889748, 2.2842239469775905)
(163.43066197237215, 2.2815375578121007)
(163.43791147573404, 2.2768369363755596)
(163.44552237076084, 2.2718497828412296)
(163.49426916718835, 2.240878937413072)
(163.5004464331564, 2.2369186055092882)
(163.5058134270481, 2.2334467106971942)
(163.5084925640806, 2.2317068085224605)
(163.51921519432585, 2.2247160563010198)
(163.521889471422, 2.2229657255878124)
(163.52723434019276, 2.2194538622060236)
(163.5298995620152, 2.217695871966953)
(163.56248527957212, 2.19611855502734)
(163.56653021429804, 2.193424291398003)
(163.57461360143657, 2.188008419353139)
(163.57864605986788, 2.1852908120213783)
(163.5947619972684, 2.174366081629387)
(163.59875195553843, 2.1716456441312175)
(163.60672133202388, 2.1661804892382293)
(163.6106395765553, 2.163478173079284)
(164.08964606521386, 1.8311562812374405)
(164.09619831430086, 1.8265811538971661)
(164.10727701851965, 1.8187963497717874)
(164.11391513847298, 1.8141019057783865)
(164.13392233714626, 1.7998620755743673)
(164.14057280209317, 1.7950982138115705)
(164.1516383690156, 1.7871207695079647)
